url,title,years,nb_seasons,nb_episodes,episode_length,synopsis,mark,marks_nb
https://www.imdb.com/title/tt0318871/?ref_=chttvtp_i_99,Berserk,1997–1998,,25,23min,"Guts est un combattant talentueux qui va rejoindre un groupe de mercenaires, mené par un chef charismatique du nom de Griffith. Au fur et à mesure de leurs combats, ils vont se frayer un che...","8,7",52 k
https://www.imdb.com/title/tt0412142/?ref_=chttvtp_i_101,Dr House,2004–2012,8,176,,Un médecin antisocial et non-conformiste se spécialise dans le diagnostic médical fait tout ce qu'il peut pour résoudre les cas mystérieux qui se présentent à lui en utilisant son équipe de ...,"8,7",508 k
https://www.imdb.com/title/tt6741278/?ref_=chttvtp_i_105,Invincible,2021– ,3,18,,Une série animée pour adultes inspirée de la bande dessinée sur un adolescent dont le père est le super-héros le plus puissant de la planète.,"8,7",193 k
https://www.imdb.com/title/tt1606375/?ref_=chttvtp_i_97,Downton Abbey,2010–2015,6,52,,Une chronique de la vie de la famille aristocrate britannique nommée Crawley et de leurs serviteurs au début du XXème siècle.,"8,7",223 k
https://www.imdb.com/title/tt0407362/?ref_=chttvtp_i_95,Battlestar Galactica,2004–2009,4,74,44min,"Quand de vieux ennemis appelés les Cylons refont surface et effacent les 12 colonies, l'équipage du vieux Galactica protège la dernière petite flotte civile de l'humanité et se dirige vers l...","8,7",175 k
https://www.imdb.com/title/tt5687612/?ref_=chttvtp_i_94,Fleabag,2016–2019,2,12,,Une série comique en six parties adaptée d'une pièce primée qui raconte l'histoire d'une jeune femme essayant de faire face à la vie à Londres tout en faisant face à une tragédie récente.,"8,7",198 k
https://www.imdb.com/title/tt0286486/?ref_=chttvtp_i_96,The Shield,2002–2008,7,89,47min,Suit la vie et les affaires d'un flic corrompu d'un commissariat de Los Angeles et de l'équipe sous son commandement.,"8,7",87 k
https://www.imdb.com/title/tt1190634/?ref_=chttvtp_i_93,The Boys,2019– ,4,32,1h,"Une histoire d'action centrée sur une équipe de la CIA chargée de maintenir les super-héros en ligne, par tous les moyens nécessaires.","8,7",639 k
https://www.imdb.com/title/tt11280740/?ref_=chttvtp_i_102,Severance,2022– ,2,19,55min,"Mark dirige une équipe d'employés dont les souvenirs ont été divisés entre leur travail et leur vie personnelle. Lorsqu'un mystérieux collègue apparaît en dehors du travail, il commence un v...","8,7",195 k
https://www.imdb.com/title/tt14986406/?ref_=chttvtp_i_92,Bleach: Thousand-Year Blood War,2022– ,2,27,24min,La paix est soudainement rompue lorsque des sirènes d'alerte retentissent dans la Soul Society. Des habitants disparaissent sans laisser de trace et personne ne sait qui est derrière tout ce...,"9,0",35 k
https://www.imdb.com/title/tt5753856/?ref_=chttvtp_i_91,Dark,2017–2020,3,26,,Une saga familiale avec une touche de surnaturel se déroulant dans une petite ville allemande où la disparition de deux jeunes enfants expose les relations de quatre familles.,"8,7",439 k
https://www.imdb.com/title/tt1910272/?ref_=chttvtp_i_89,Steins;Gate,2011–2015,,26,24min,"Après avoir découvert le voyage dans le temps, un étudiant et ses collègues doivent se servir de leurs connaissances pour arrêter une organisation diabolique et leurs plans maléfiques.","8,8",73 k
https://www.imdb.com/title/tt0118421/?ref_=chttvtp_i_88,Oz,1997–2003,6,56,55min,Une série relatant les activités quotidiennes d'un établissement pénitentiaire inhabituel et de ses habitants criminels.,"8,7",106 k
https://www.imdb.com/title/tt12004706/?ref_=chttvtp_i_87,Panchayat,2020– ,3,24,,"Panchayat illustre le parcours d'Abhishek, un diplômé en génie civil, qui, faute de mieux, rejoint en tant que secrétaire d'un bureau de Panchayat dans un village isolé de l'Uttar Pradesh.","8,9",84 k
https://www.imdb.com/title/tt13309742/?ref_=chttvtp_i_90,Blue Eye Samurai,2023,2,9,,Un maître du sabre métis mène une vie déguisée tout en cherchant à se venger dans le Japon de l'époque d'Edo.,"8,8",60 k
https://www.imdb.com/title/tt0248654/?ref_=chttvtp_i_85,Six pieds sous terre,2001–2005,5,63,1h,Une série dramatique qui présente un regard sombre et comique sur les membres d'une famille dysfonctionnelle gérants de pompes funèbres en Californie,"8,7",148 k
https://www.imdb.com/title/tt2442560/?ref_=chttvtp_i_84,Peaky Blinders,2013–2022,6,36,,"L'épopée d'une famille de gangsters se déroulant en 1919 à Birmingham en Angleterre, d'un gang cousant des lames de rasoir sur les visières de leurs casquettes, et de leur féroce patron Tomm...","8,8",641 k
https://www.imdb.com/title/tt10530900/?ref_=chttvtp_i_82,Gullak,2019– ,4,16,,"Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family.","9,1",21 k
https://www.imdb.com/title/tt9432978/?ref_=chttvtp_i_81,Kota Factory,2019–2021,3,11,,"Dédié à Shrimati SL Loney ji, Shri Irodov ji et Maanniya HC Verma ji, 'Kota Factory' est la dernière création originale de TVF. La première série indienne en noir et blanc illustre les probl...","9,0",80 k
https://www.imdb.com/title/tt3581920/?ref_=chttvtp_i_83,The Last of Us,2023– ,2,10,50min,"20 ans après une pandémie transformant les humains en zombies, un homme ayant perdu sa fille à l'aube de cette pandémie ainsi qu'une orpheline ayant croisé sa route vont se lancer dans un vo...","8,7",508 k
https://www.imdb.com/title/tt10233448/?ref_=chttvtp_i_80,Vinland Saga,2019–2023,2,48,24min,Thorfinn se lance dans un voyage avec son père meurtrier afin de se venger et de mettre fin à sa vie en un duel en tant que guerrier honorable et rendre hommage à son père.,"8,8",69 k
https://www.imdb.com/title/tt0384766/?ref_=chttvtp_i_86,Rome,2005–2007,2,22,,Un récit réaliste des vies des Romains illustres et ordinaires durant les derniers jours de la République romaine.,"8,7",184 k
https://www.imdb.com/title/tt3718778/?ref_=chttvtp_i_79,La Forêt de l'Étrange,2014,,10,11min,Deux frères se retrouvent perdus dans un pays mystérieux et tentent de retrouver le chemin du retour.,"8,8",70 k
https://www.imdb.com/title/tt10986410/?ref_=chttvtp_i_78,Ted Lasso,2020–2023,3,34,,"L'histoire de l'entraîneur de football américain Ted Lasso, qui se rend au Royaume-Uni pour diriger une équipe de football londonienne dans l'élite du football anglais.","8,8",342 k
https://www.imdb.com/title/tt0121955/?ref_=chttvtp_i_77,South Park,1997– ,30,330,22min,Suit les mésaventures de quatre collégiens insolents dans la ville tranquille et dysfonctionnelle de South Park dans le Colorado.,"8,7",404 k
https://www.imdb.com/title/tt0074006/?ref_=chttvtp_i_75,Moi Claude empereur,1976,,13,11h 9min,"Les affaires personnelles et gouvernementales de la dynastie julio-claudienne au début de l'Empire romain, telles qu'elles sont évoquées par l'un de ses souverains.","8,8",19 k
https://www.imdb.com/title/tt5182866/?ref_=chttvtp_i_74,Réponds-moi 1988,2015–2016,,20,,Suit la vie de cinq familles vivant dans la même rue dans un quartier appelé Ssangmundong à Séoul. Il jette un regard nostalgique sur l'année 1988.,"9,1",11 k
https://www.imdb.com/title/tt0121220/?ref_=chttvtp_i_73,Dragon Ball Z,1989–1996,,291,24min,"Son Goku continue ses aventures avec une nouvelle famille et la révélation de son origine extraterrestre. Maintenant, Goku et ses alliés doivent défendre la planète contre une attaque de nou...","8,8",87 k
https://www.imdb.com/title/tt0353049/?ref_=chttvtp_i_72,Chappelle's Show,2003–2006,3,33,22min,L'humoriste Dave Chappelle anime ce sketch qui parodie de nombreux aspects raciaux et culturels.,"8,8",71 k
https://www.imdb.com/title/tt2085059/?ref_=chttvtp_i_76,Black Mirror,2011– ,7,29,1h,Une série d'anthologie explorant un monde tourné vers la haute technologie où se heurtent les plus grandes innovations et les instincts les plus sombres de l'humanité.,"8,7",635 k
https://www.imdb.com/title/tt2707408/?ref_=chttvtp_i_71,Narcos,2015–2017,3,30,49min,"Un article sur les exploits criminels du seigneur colombien de la drogue, Pablo Escobar, ainsi que sur les nombreux autres grands noms de la drogue qui ont frappé le pays au fil des ans.","8,8",467 k
https://www.imdb.com/title/tt0214341/?ref_=chttvtp_i_70,Dragon Ball Z,1989–1996,16,277,24min,"Après avoir appris qu'il était originaire d'une autre planète, le guerrier Goku et ses amis sont amenés à la défendre d'une attaque extraterrestre.","8,8",146 k
https://www.imdb.com/title/tt0096548/?ref_=chttvtp_i_68,La vipère noire IV,1989,,6,2h 55min,"Coincé au milieu de la Première Guerre mondiale, le capitaine Edmund Blackadder fait de son mieux pour échapper à la banalité de la guerre.","8,8",57 k
https://www.imdb.com/title/tt0193676/?ref_=chttvtp_i_67,Freaks & Geeks,1999–2000,,18,,Une lycéenne matheuse commence à fréquenter un groupe de zonards tandis que son frère cadet traverse sa première année au lycée.,"8,8",153 k
https://www.imdb.com/title/tt0098936/?ref_=chttvtp_i_69,Mystères à Twin Peaks,1990–1991,2,30,,Un agent du FBI singulier enquête sur le meurtre d'une jeune femme dans la ville encore plus singulière de Twin Peaks.,"8,8",214 k
https://www.imdb.com/title/tt0072500/?ref_=chttvtp_i_64,L'hôtel en folie,1975–1979,2,12,30min,"L'incompétence, la mèche courte et l'arrogance du propriétaire de l'hôtel de Basil Fawlty forment un mélange improbable qui est souvent le garant d'accidents et de situations comiques.","8,8",100 k
https://www.imdb.com/title/tt0112130/?ref_=chttvtp_i_66,Orgueil et préjugés,1995,,6,5h 27min,"Tandis que l'arrivée de messieurs riches envoie sa mère soucieuse du mariage dans une frénésie, Elizabeth Bennet, obstinée et opiniâtre, s'allie avec le hautain M. Darcy.","8,8",92 k
https://www.imdb.com/title/tt1831164/?ref_=chttvtp_i_65,Leyla ile Mecnun,2011–2023,7,144,1h 20min,"Une comédie télévisée turque se déroulant à Istanbul, Leyla et Mecnun est une comédie surréaliste et absurde qui tourne autour de l'histoire d'amour fictive entre Leyla et Mecnun.","9,1",96 k
https://www.imdb.com/title/tt3398228/?ref_=chttvtp_i_63,BoJack Horseman,2014–2020,6,77,,"Bojack Horseman, ancienne star de l'émission ""Horsin' Around"" dans les années 90 maintenant has-been vit à Hollywood, se plaint de tout et porte des pulls colorés.","8,8",186 k
https://www.imdb.com/title/tt0264235/?ref_=chttvtp_i_61,Larry et son nombril,2000–2024,12,120,28min,La vie de Larry David et les problèmes auxquels il est confronté avec ses amis et de parfaits inconnus.,"8,8",144 k
https://www.imdb.com/title/tt0200276/?ref_=chttvtp_i_59,À la Maison Blanche,1999–2006,7,155,44min,La vie des membres du personnel de l'aile ouest de la Maison-Blanche.,"8,9",85 k
https://www.imdb.com/title/tt0388629/?ref_=chttvtp_i_62,One Piece,1999– ,,1108,24min,"""Suivez les aventures de Monkey D. Luffy et de ses amis afin de trouver le plus grand trésor jamais laissé par le légendaire Pirate, Gol D Roger. Le fameux trésor mystérieux nommé """"One Piec...","9,0",227 k
https://www.imdb.com/title/tt0063929/?ref_=chttvtp_i_58,"Monty Python's Flying Circus ; Absurde, n'est-il pas?",1969–1974,4,45,30min,Les sketches à la fois comiques et surréalistes de la troupe des Monty Python.,"8,8",79 k
https://www.imdb.com/title/tt0472954/?ref_=chttvtp_i_57,Philadelphia,2005– ,18,172,22min,Cinq amis aux égos surdimensionnés et aux attitudes légèrement arrogantes sont propriétaires d'un bar irlandais à Philadelphie.,"8,8",250 k
https://www.imdb.com/title/tt0081834/?ref_=chttvtp_i_60,Le bateau,1985,,3,4h 53min,Un équipage de sous-marins allemands de la Seconde Guerre mondiale a une mission de patrouille terrifiante dans les premiers jours de la guerre.,"8,8",33 k
https://www.imdb.com/title/tt4742876/?ref_=chttvtp_i_56,TVF Pitchers,2015–2022,2,10,40min,Une histoire d'épreuves et de tribulations de quatre jeunes entrepreneurs qui ont quitté leur emploi de jour afin de poursuivre leur entreprise de démarrage.,"9,1",72 k
https://www.imdb.com/title/tt13675832/?ref_=chttvtp_i_55,Gibi,2021– ,5,44,,Yilmaz et Ilkkan sont deux amis qui se battent constamment. Leur plus grande caractéristique est de toujours pouvoir faire quelque chose qui bouleversera leur vie ordinaire.,"9,0",21 k
https://www.imdb.com/title/tt0108778/?ref_=chttvtp_i_54,Friends,1994–2004,10,234,,Suit les vies personnelles et professionnelles de six amis d'une vingtaine et trentaine d'années vivant à Manhattan.,"8,9","1,1 M"
https://www.imdb.com/title/tt2571774/?ref_=chttvtp_i_52,Afrique sauvage,2013,,7,6h,"Africa, the world's wildest continent. David Attenborough takes us on an awe-inspiring journey through one of the most diverse places in the world. We visit deserts, savannas, and jungles an...","8,9",17 k
https://www.imdb.com/title/tt7137906/?ref_=chttvtp_i_49,Dans leur regard,2019,,4,4h 56min,Cinq adolescents de Harlem vivent un cauchemar lorsqu'ils sont faussement accusés d'une attaque brutale à Central Park. Basé sur une vraie histoire.,"8,8",137 k
https://www.imdb.com/title/tt1508238/?ref_=chttvtp_i_48,Apocalypse: La 2ème guerre mondiale,2009,,6,5h 12min,"This six-part series traces the Second World War, from the rise of the Nazis to the surrender of the Japanese, with detailed portraits of key figures.","9,0",14 k
https://www.imdb.com/title/tt7660850/?ref_=chttvtp_i_53,Succession,2018–2023,4,39,,Suit une famille dysfonctionnelle américaine.,"8,8",267 k
https://www.imdb.com/title/tt0213338/?ref_=chttvtp_i_45,Cowboy Bebop,1998–1999,,26,,Les mésaventures et tragédies futuristes d'un chasseur de primes tranquille et de ses partenaires.,"8,9",137 k
https://www.imdb.com/title/tt3530232/?ref_=chttvtp_i_50,Last Week Tonight with John Oliver,2014– ,11,345,30min,"L'ancien animateur et correspondant du Daily Show, John Oliver, apporte sa personnalité à cette nouvelle émission d'informations satirique.","8,9",95 k
https://www.imdb.com/title/tt2297757/?ref_=chttvtp_i_47,Nathan for You,2013–2017,4,32,30min,Nathan Fielder utilise son diplôme en commerce et son expérience de la vie pour aider de petites entreprises à faire faire du profit.,"8,9",38 k
https://www.imdb.com/title/tt2802850/?ref_=chttvtp_i_46,Fargo,2014–2024,5,51,53min,"Diverses chroniques de fraude, d'intrigues et de meurtres dans la région glaciale du Minnesota. Pourtant, toutes ces histoires renvoient mystérieusement à Fargo, dans le Dakota du Nord.","8,9",418 k
https://www.imdb.com/title/tt4934214/?ref_=chttvtp_i_51,Taskmaster,2015– ,17,161,47min,"Cinq comédiens se voient confier des tâches qui défient leur créativité et leur esprit. Les tâches sont supervisées par Alex Horne mais le Taskmaster, Greg Davies, a toujours le dernier mot.","9,0",19 k
https://www.imdb.com/title/tt1865718/?ref_=chttvtp_i_44,Souvenirs de Gravity Falls,2012–2016,2,41,23min,Les jumeaux Dipper et Mabel Pines passent l'été dans le piège à touristes de leur oncle dans l'énigmatique ville de Gravity Falls.,"8,9",133 k
https://www.imdb.com/title/tt0092337/?ref_=chttvtp_i_40,Le décalogue,1989–1990,,10,9h 32min,"Dix téléfilms, chacun basé sur l'un des dix commandements.","8,9",28 k
https://www.imdb.com/title/tt7920978/?ref_=chttvtp_i_43,Sahsiyet,2018– ,2,22,1h,Un homme atteint de la maladie d'Alzheimer décide de punir les criminels.,"9,0",47 k
https://www.imdb.com/title/tt0877057/?ref_=chttvtp_i_38,Death Note,2006–2007,,37,24min,Un lycéen intelligent se lance dans une croisade secrète afin d'éliminer les criminels du monde après avoir découvert un cahier capable de tuer n'importe quelle personne si son nom y est écr...,"8,9",374 k
https://www.imdb.com/title/tt9735318/?ref_=chttvtp_i_41,The Beatles: Get Back,2021,,3,,"Un documentaire sur les Beatles, qui met en vedette le processus créatif du mythique groupe, tourné en janvier 1969 pour le documentaire Let It Be, présenté en 1970.","9,0",28 k
https://www.imdb.com/title/tt0098904/?ref_=chttvtp_i_39,Seinfeld,1989–1998,9,173,22min,"Les mésaventures continues de Jerry Seinfeld, humoriste névrosé et de ses amis new-yorkais.","8,9",349 k
https://www.imdb.com/title/tt1877514/?ref_=chttvtp_i_22,The Vietnam War,2017,,10,16h 30min,Une histoire complète de l'implication des États-Unis dans le conflit armé qui divise amèrement l'Asie du Sud-Est.,"9,1",28 k
https://www.imdb.com/title/tt1475582/?ref_=chttvtp_i_21,Sherlock,2010–2017,4,15,1h 28min,Une version moderne du célèbre détective et de son partenaire médecin résolvant le crime dans la ville de Londres au XXIème siècle.,"9,1",991 k
https://www.imdb.com/title/tt0052520/?ref_=chttvtp_i_20,La quatrième dimension,1959–1964,5,156,51min,"Des gens ordinaires se retrouvent dans des situations extraordinaires et stupéfiantes, qu'ils tentent chacun de résoudre de manière remarquable.","9,1",93 k
https://www.imdb.com/title/tt8420184/?ref_=chttvtp_i_19,The Last Dance,2020,,10,8h 11min,"La montée en puissance de l'équipe des Chicago Bulls menée par Michael Jordan dans les années 1990, l'une des équipes les plus remarquables dans toute l'histoire du sport.","9,1",150 k
https://www.imdb.com/title/tt1355642/?ref_=chttvtp_i_17,Fullmetal Alchemist: Brotherhood,2009–2010,,68,24min,Deux frères en quête d'une Pierre du Philosophe (Philosopher's stone) suite à une tentative de faire revivre leur mère décédée a mal tourné et les laisse dans des formes physiques endommagée...,"9,1",195 k
https://www.imdb.com/title/tt1533395/?ref_=chttvtp_i_18,"Life, l'aventure de la vie",2009,,11,7h 53min,L'équipe de la BBC de David Attenborough explique et montre la vie sauvage de toute la planète.,"9,1",43 k
https://www.imdb.com/title/tt2861424/?ref_=chttvtp_i_16,Rick et Morty,2013– ,10,74,23min,Une série animée suivant les exploits d'un super scientifique et de son petit-fils pas très futé.,"9,1",596 k
https://www.imdb.com/title/tt0071075/?ref_=chttvtp_i_14,The World at War,1973–1974,,26,,"Une série documentaire en 26 épisodes inédits racontée par l'acteur Laurence Olivier sur le conflit le plus meurtrier de l'histoire, la 2ème Guerre Mondiale.","9,2",28 k
https://www.imdb.com/title/tt7678620/?ref_=chttvtp_i_15,Bluey,2018– ,3,173,7min,Les aventures d'une petite chienne bouvier australien alors qu'elle s'amuse avec sa famille et ses amis dans des situations de tous les jours.,"9,4",25 k
https://www.imdb.com/title/tt2356777/?ref_=chttvtp_i_42,True Detective,2014– ,5,31,55min,Série dans laquelle les enquêtes policières dénichent les secrets personnels et professionnels des personnes impliquées dans la loi ou non.,"8,9",650 k
https://www.imdb.com/title/tt9253866/?ref_=chttvtp_i_12,Notre planète,2019–2023,2,12,50min,"Série documentaire sur la diversité des habitats naturels à travers le monde, des contrées lointaines et arctiques aux océans profonds et mystérieux, en passant par les vastes paysages de l'...","9,3",50 k
https://www.imdb.com/title/tt0081846/?ref_=chttvtp_i_11,Cosmos,1980,,13,,Astronomer Carl Sagan leads us on an engaging guided tour of the various elements and cosmological theories of the universe.,"9,3",44 k
https://www.imdb.com/title/tt2395695/?ref_=chttvtp_i_10,Cosmos: Une odyssée à travers l'univers,2014,,13,9h 17min,Une exploration de notre découverte des lois de la nature et des coordonnées dans l'espace et le temps.,"9,3",128 k
https://www.imdb.com/title/tt6769208/?ref_=chttvtp_i_8,Blue Planet II,2017,,7,6h 4min,"David Attenborough retourne dans les océans du monde dans cette suite du documentaire acclamé qui montre des créatures rares et inhabituelles, ainsi que les problèmes auxquels nos océans son...","9,3",46 k
https://www.imdb.com/title/tt0417299/?ref_=chttvtp_i_7,"Avatar, le dernier maître de l'air",2005–2008,3,62,23min,"Dans un monde magique déchiré par la guerre, un jeune garçon se réveille et se lance dans une quête mystique et dangereuse pour accomplir son destin d'Avatar et apporter la paix dans le mond...","9,3",365 k
https://www.imdb.com/title/tt0141842/?ref_=chttvtp_i_9,Les Soprano,1999–2007,6,86,55min,"Tony Soprano, chef de la mafia du New Jersey, doit gérer les problèmes personnels et professionnels qui affectent sa santé mentale, l'amenant à consulter une psychologue.","9,2",465 k
https://www.imdb.com/title/tt0185906/?ref_=chttvtp_i_4,Frères d'armes,2001,,10,9h 54min,"L'histoire de la Easy Company de la 101e division aéroportée de l'armée américaine, et de sa mission en Europe pendant la Seconde Guerre mondiale, de l'opération Overlord au jour de la Victo...","9,4",521 k
https://www.imdb.com/title/tt7366338/?ref_=chttvtp_i_5,Chernobyl,2019,,5,,"En avril 1986, une explosion à la centrale nucléaire de Tchernobyl en URSS, devient l'une des pires catastrophes causées par l'homme au monde.","9,3",856 k
https://www.imdb.com/title/tt0795176/?ref_=chttvtp_i_3,Planète Terre,2006,,11,8h 58min,"Récompensée par un Emmy Award, onze épisodes, cinq ans de préparation, la série documentaire sur la nature la plus chère jamais commandée par la BBC et la première à être filmée en haute déf...","9,4",219 k
https://www.imdb.com/title/tt5491994/?ref_=chttvtp_i_2,Planet Earth II,2016,,6,,David Attenborough revient avec un nouveau documentaire sur la faune qui montre la vie dans une variété d'habitats.,"9,5",157 k
https://www.imdb.com/title/tt0944947/?ref_=chttvtp_i_13,Game of Thrones,2011–2019,8,74,55min,"Neuf nobles familles se battent pour le contrôle des terres mythiques de Westeros, tandis qu'un ancien ennemi revient après avoir été endormi pendant des milliers d'années.","9,2","2,3 M"
https://www.imdb.com/title/tt0306414/?ref_=chttvtp_i_6,Sur écoute,2002–2008,5,60,59min,Le monde de la drogue à Baltimore à travers les yeux des trafiquants comme des forces de l'ordre.,"9,3",374 k
https://www.imdb.com/title/tt4574334/?ref_=chttvtp_i_108,Stranger Things,2016–2025,5,42,51min,"Lorsqu'un jeune garçon disparaît, sa mère, le chef de police et ses amis doivent affronter des forces terrifiantes afin de le retrouver.","8,7","1,3 M"
